date,drct,sped
2007-01-02 13:50,290.0,5.7858086
2007-01-02 14:20,280.0,4.991829
2007-01-02 14:50,260.0,3.445093
2007-01-02 15:20,250.0,4.994576
2007-01-02 15:50,240.0,3.8424366
2007-01-02 16:20,240.0,3.213614
2007-01-02 16:50,230.0,4.7558413
2007-01-02 17:20,230.0,4.8448963
2007-01-02 17:50,220.0,3.3955054
2007-01-02 18:20,220.0,5.9748282
2007-01-02 18:50,210.0,6.642744
2007-01-02 19:20,210.0,5.409665
2007-01-02 19:50,210.0,6.691129
2007-01-02 20:20,200.0,7.7808104
2007-01-02 20:50,190.0,8.315208
2007-01-02 21:20,190.0,9.29081
2007-01-02 21:50,170.0,8.466875
2007-01-02 22:20,170.0,11.495951
2007-01-02 22:50,170.0,12.18528
2007-01-02 23:20,170.0,12.994584
2007-01-02 23:50,180.0,13.447131
2007-01-03 00:20,180.0,13.70347
2007-01-03 00:50,180.0,13.099093
2007-01-03 01:20,190.0,13.035886
2007-01-03 01:50,200.0,11.166883
2007-01-03 02:20,200.0,12.218432
2007-01-03 02:50,200.0,10.3597975
2007-01-03 03:20,210.0,11.551704
2007-01-03 03:50,200.0,12.35021
2007-01-03 04:20,200.0,13.170614
2007-01-03 04:50,200.0,13.176576
2007-01-03 05:20,200.0,13.42946
2007-01-03 05:50,200.0,14.635077
2007-01-03 06:20,200.0,15.149115
2007-01-03 06:50,200.0,16.102985
2007-01-03 07:20,200.0,15.321097
2007-01-03 07:50,200.0,15.836408
2007-01-03 08:20,200.0,16.93937
2007-01-03 08:50,200.0,17.28439
2007-01-03 09:20,200.0,16.311075
2007-01-03 09:50,200.0,16.113514
2007-01-03 10:20,200.0,16.27141
2007-01-03 10:50,200.0,17.547884
2007-01-03 11:20,200.0,18.347172
2007-01-03 11:50,200.0,17.41221
2007-01-03 12:20,200.0,15.446613
2007-01-03 12:50,230.0,13.133777
2007-01-03 13:20,230.0,11.621652
2007-01-03 13:50,220.0,11.405232
2007-01-03 14:20,220.0,11.543642
2007-01-03 14:50,220.0,12.286766
2007-01-03 15:20,220.0,12.367273
2007-01-03 15:50,220.0,12.860567
2007-01-03 16:20,220.0,11.565916
2007-01-03 16:50,220.0,12.986667
2007-01-03 17:20,230.0,12.204403
2007-01-03 17:50,230.0,12.81976
2007-01-03 18:20,250.0,15.0338745
2007-01-04 06:50,300.0,19.067514
2007-01-04 07:20,310.0,19.227385
2007-01-04 07:50,310.0,18.61753
2007-01-04 08:20,310.0,15.894999
2007-01-04 08:50,310.0,16.37116
2007-01-04 09:20,320.0,16.226833
2007-01-04 09:50,310.0,13.682277
2007-01-04 10:20,310.0,13.758216
2007-01-04 10:50,310.0,12.937588
2007-01-04 11:20,310.0,11.266606
2007-01-04 11:50,300.0,10.552755
2007-01-04 12:20,300.0,10.126767
2007-01-04 12:50,300.0,7.7807393
2007-01-04 13:20,300.0,7.091368
2007-01-04 13:50,280.0,7.8847904
2007-01-04 14:20,280.0,9.041223
2007-01-04 14:50,290.0,9.371204
2007-01-04 15:20,280.0,9.462537
2007-01-04 15:50,280.0,8.503403
2007-01-04 16:20,270.0,8.279835
2007-01-04 16:50,270.0,6.780948
2007-01-04 17:20,250.0,5.362246
2007-01-04 17:50,240.0,5.100414
2007-01-04 18:20,240.0,5.2144637
2007-01-04 18:50,240.0,6.32091
2007-01-04 19:20,230.0,6.442557
2007-01-04 19:50,220.0,5.195118
2007-01-04 20:20,220.0,6.0429134
2007-01-04 20:50,210.0,5.7967744
2007-01-04 21:20,190.0,6.011491
2007-01-04 21:50,190.0,6.6964555
2007-01-04 22:20,210.0,9.618884
2007-01-04 22:50,200.0,8.049321
2007-01-04 23:20,200.0,9.114411
2007-01-04 23:50,200.0,10.148761
2007-01-05 00:20,190.0,10.463027
2007-01-05 00:50,190.0,11.3610115
2007-01-05 01:20,200.0,12.934588
2007-01-05 01:50,190.0,12.838945
2007-01-05 02:20,190.0,14.064366
2007-01-05 02:50,190.0,14.002009
2007-01-05 03:20,200.0,15.36145
2007-01-05 03:50,200.0,13.828819
2007-01-05 04:20,250.0,14.585846
2007-01-05 04:50,240.0,10.068287
2007-01-05 05:20,260.0,12.536441
2007-01-05 05:50,270.0,17.396627
2007-01-05 06:20,260.0,12.002675
2007-01-05 06:50,250.0,11.9230175
2007-01-05 07:20,270.0,15.5377445
2007-01-05 07:50,260.0,18.157583
2007-01-05 08:20,260.0,13.01804
2007-01-05 08:50,260.0,14.332258
2007-01-05 09:20,260.0,15.712956
2007-01-05 09:50,250.0,14.750846
2007-01-05 10:20,250.0,12.619439
2007-01-05 10:50,260.0,12.550819
2007-01-05 11:20,250.0,9.753214
2007-01-05 11:50,250.0,12.569418
2007-01-05 12:20,250.0,14.000038
2007-01-05 12:50,250.0,13.812065
2007-01-05 13:20,250.0,14.512557
2007-01-05 13:50,250.0,13.155327
2007-01-05 14:20,250.0,15.313788
2007-01-05 14:50,250.0,14.455916
2007-01-05 15:20,240.0,12.134527
2007-01-05 15:50,250.0,13.644901
2007-01-05 16:20,240.0,12.334952
2007-01-05 16:50,240.0,11.627689
2007-01-05 17:20,240.0,10.874737
2007-01-05 17:50,250.0,13.833968
2007-01-05 18:20,250.0,12.23535
2007-01-05 18:50,250.0,12.17732
2007-01-05 19:20,250.0,9.918505
2007-01-05 19:50,240.0,10.668338
2007-01-05 20:20,250.0,12.384171
2007-01-05 20:50,240.0,11.319819
2007-01-05 21:20,240.0,12.656967
2007-01-05 21:50,240.0,13.398662
2007-01-05 22:20,250.0,11.515735
2007-01-05 22:50,250.0,10.666226
2007-01-05 23:20,240.0,10.114626
2007-01-05 23:50,240.0,12.731748
2007-01-06 00:20,240.0,11.566255
2007-01-06 00:50,230.0,7.8075457
2007-01-06 01:20,240.0,11.522051
2007-01-06 01:50,240.0,11.741424
2007-01-06 02:20,240.0,8.714844
2007-01-06 02:50,240.0,9.996911
2007-01-06 03:20,230.0,10.949289
2007-01-06 03:50,240.0,11.149704
2007-01-06 04:20,240.0,9.580157
2007-01-06 04:50,250.0,11.899686
2007-01-06 05:20,240.0,9.066212
2007-01-06 05:50,250.0,11.335293
2007-01-06 06:20,250.0,9.904804
2007-01-06 06:50,240.0,9.505467
2007-01-06 07:20,230.0,8.280183
2007-01-06 07:50,240.0,8.020379
2007-01-06 08:20,230.0,8.632027
2007-01-06 08:50,220.0,8.0367775
2007-01-06 09:20,220.0,8.919496
2007-01-06 09:50,220.0,8.448375
2007-01-06 10:20,220.0,9.427979
2007-01-06 10:50,220.0,8.833668
2007-01-06 11:20,210.0,10.502333
2007-01-06 11:50,210.0,10.994374
2007-01-06 12:20,220.0,12.584527
2007-01-06 12:50,210.0,13.323568
2007-01-06 13:20,210.0,12.063191
2007-01-06 13:50,220.0,11.248361
2007-01-06 14:20,210.0,11.177425
2007-01-06 14:50,250.0,11.361922
2007-01-06 15:20,230.0,11.270032
2007-01-06 15:50,220.0,10.54984
2007-01-06 16:20,220.0,13.162304
2007-01-06 16:50,230.0,10.704607
2007-01-06 17:20,220.0,10.347671
2007-01-06 17:50,210.0,11.929591
2007-01-06 18:20,220.0,10.8485985
2007-01-06 18:50,220.0,12.540327
2007-01-06 19:20,220.0,10.833722
2007-01-06 19:50,210.0,10.122069
2007-01-06 20:20,200.0,8.819383
2007-01-06 20:50,200.0,9.704128
2007-01-06 21:20,210.0,11.441749
2007-01-06 21:50,220.0,12.446913
2007-01-06 22:20,230.0,12.164367
2007-01-06 22:50,220.0,11.366299
2007-01-06 23:20,240.0,13.051042
2007-01-06 23:50,240.0,11.256766
2007-01-07 00:20,240.0,9.858166
2007-01-07 00:50,260.0,13.369932
2007-01-07 01:20,250.0,11.550306
2007-01-07 01:50,250.0,11.959999
2007-01-07 02:20,260.0,12.470955
2007-01-07 02:50,260.0,11.278503
2007-01-07 03:20,260.0,14.0252075
2007-01-07 03:50,260.0,11.439312
2007-01-07 04:20,250.0,10.803819
2007-01-07 04:50,250.0,10.728919
2007-01-07 05:20,250.0,9.950095
2007-01-07 05:50,250.0,9.425563
2007-01-07 06:20,250.0,9.898567
2007-01-07 06:50,250.0,9.008476
2007-01-07 07:20,240.0,10.0174465
2007-01-07 07:50,250.0,9.2638855
2007-01-07 08:20,240.0,9.427317
2007-01-07 08:50,250.0,9.861854
2007-01-07 09:20,230.0,9.52523
2007-01-07 09:50,240.0,10.110731
2007-01-07 10:20,250.0,8.330875
2007-01-07 10:50,240.0,8.203807
2007-01-07 11:20,230.0,8.366568
2007-01-07 11:50,240.0,10.382044
2007-01-07 12:20,230.0,8.7136545
2007-01-07 12:50,240.0,7.877939
2007-01-07 13:20,250.0,6.67324
2007-01-07 13:50,250.0,6.4936314
2007-01-07 14:20,240.0,5.0575914
2007-01-07 14:50,240.0,5.4457183
2007-01-07 15:20,220.0,4.168893
2007-01-07 15:50,220.0,5.6839437
2007-01-07 16:20,210.0,6.0581045
2007-01-07 16:50,230.0,5.121434
2007-01-07 17:20,230.0,6.699425
2007-01-07 17:50,250.0,5.57529
2007-01-07 18:20,240.0,4.6122823
2007-01-07 18:50,240.0,3.865522
2007-01-07 19:20,270.0,14.538374
2007-01-07 19:50,280.0,7.1234426
2007-01-07 20:20,260.0,4.6865277
2007-01-07 20:50,270.0,8.663335
2007-01-07 21:20,270.0,8.634018
2007-01-07 21:50,260.0,9.481435
2007-01-07 22:20,250.0,9.176011
2007-01-07 22:50,260.0,8.967599
2007-01-07 23:20,260.0,13.588266
2007-01-07 23:50,270.0,12.78208
2007-01-08 00:20,270.0,10.761635
2007-01-08 00:50,260.0,11.993409
2007-01-08 01:20,280.0,10.888738
2007-01-08 01:50,270.0,13.238197
2007-01-08 02:20,260.0,7.800829
2007-01-08 02:50,260.0,12.025627
2007-01-08 03:20,250.0,5.3159347
2007-01-08 03:50,240.0,7.3099556
2007-01-08 04:20,240.0,10.569509
2007-01-08 04:50,240.0,10.708431
2007-01-08 05:20,220.0,7.8985906
2007-01-08 05:50,220.0,5.9046288
2007-01-08 06:20,220.0,10.870593
2007-01-08 06:50,230.0,11.344525
2007-01-08 07:20,220.0,10.7402525
2007-01-08 07:50,240.0,10.121243
2007-01-08 08:20,210.0,8.432543
2007-01-08 08:50,210.0,9.259318
2007-01-08 09:20,210.0,8.146232
2007-01-08 09:50,210.0,9.846152
2007-01-08 10:20,200.0,8.477321
2007-01-08 10:50,210.0,10.320336
2007-01-08 11:50,210.0,10.509883
2007-01-08 12:20,210.0,9.521854
2007-01-08 12:50,200.0,9.194823
2007-01-08 13:20,200.0,10.156925
2007-01-08 13:50,190.0,10.032141
2007-01-08 14:20,200.0,9.223933
2007-01-08 14:50,190.0,9.031348
2007-01-08 15:20,190.0,8.963872
2007-01-08 15:50,190.0,7.7157936
2007-01-08 16:20,180.0,7.1953945
2007-01-08 16:50,180.0,7.025003
2007-01-08 17:20,170.0,6.8371263
2007-01-08 17:50,170.0,6.4716296
2007-01-08 18:20,170.0,6.0834994
2007-01-08 18:50,170.0,5.47486
2007-01-08 19:20,170.0,8.366667
2007-01-08 19:50,170.0,7.7397084
2007-01-08 20:20,170.0,10.683279
2007-01-08 20:50,180.0,11.861191
2007-01-08 21:20,200.0,11.820435
2007-01-08 21:50,210.0,13.346125
2007-01-08 22:20,210.0,14.036454
2007-01-08 22:50,200.0,11.081885
2007-01-08 23:20,200.0,12.854017
2007-01-08 23:50,190.0,12.855171
2007-01-09 00:20,190.0,12.248799
2007-01-09 00:50,190.0,11.742321
2007-01-09 01:20,220.0,13.465855
2007-01-09 01:50,230.0,18.632956
2007-01-09 02:20,230.0,17.068846
2007-01-09 02:50,240.0,21.57998
2007-01-09 03:20,230.0,21.212715
2007-01-09 03:50,230.0,20.043055
2007-01-09 04:20,230.0,22.088629
2007-01-09 04:50,230.0,21.935682
2007-01-09 05:20,230.0,22.642912
2007-01-09 05:50,230.0,22.484573
2007-01-09 06:20,250.0,23.595573
2007-01-09 06:50,250.0,21.6923
2007-01-09 07:20,250.0,18.487804
2007-01-09 07:50,270.0,19.386683
2007-01-09 08:20,280.0,20.31619
2007-01-09 08:50,270.0,20.44241
2007-01-09 09:20,280.0,21.428602
2007-01-09 09:50,280.0,19.240114
2007-01-09 10:20,280.0,18.74019
2007-01-09 10:50,270.0,20.736988
2007-01-09 11:20,270.0,17.944548
2007-01-09 11:50,270.0,17.927904
2007-01-09 12:20,270.0,17.915154
2007-01-09 12:50,270.0,17.808823
2007-01-09 13:20,260.0,15.746627
2007-01-09 13:50,260.0,14.030101
2007-01-09 14:20,260.0,10.6138735
2007-01-09 14:50,250.0,8.944525
2007-01-09 15:20,260.0,12.734125
2007-01-09 15:50,240.0,10.933987
2007-01-09 16:20,250.0,10.208847
2007-01-09 16:50,240.0,6.033279
2007-01-09 17:20,250.0,13.387651
2007-01-09 17:50,250.0,8.092469
2007-01-09 18:20,250.0,10.382349
2007-01-09 18:50,250.0,9.120893
2007-01-09 19:20,250.0,10.691723
2007-01-09 19:50,260.0,10.022416
2007-01-09 20:20,260.0,9.106185
2007-01-09 20:50,250.0,5.894595
2007-01-09 21:20,220.0,5.9242373
2007-01-09 21:50,240.0,8.1967535
2007-01-09 22:20,230.0,7.2609553
2007-01-09 22:50,230.0,8.796249
2007-01-09 23:20,240.0,11.123191
2007-01-09 23:50,250.0,9.220317
2007-01-10 00:20,240.0,9.72821
2007-01-10 00:50,250.0,9.052506
2007-01-10 01:20,300.0,7.5681014
2007-01-10 01:50,320.0,5.6148047
2007-01-10 02:20,350.0,8.304119
2007-01-10 02:50,350.0,6.189861
2007-01-10 03:20,340.0,6.809511
2007-01-10 03:50,350.0,9.608976
2007-01-10 04:20,350.0,8.196591
2007-01-10 04:50,350.0,8.704525
2007-01-10 05:20,360.0,7.8250175
2007-01-10 05:50,350.0,7.3788905
2007-01-10 06:20,360.0,5.433188
2007-01-10 06:50,320.0,13.417578
2007-01-10 07:20,330.0,13.621824
2007-01-10 07:50,330.0,9.203406
2007-01-10 08:20,360.0,9.692808
2007-01-10 08:50,360.0,7.5852532
2007-01-10 09:20,20.0,5.7479153
2007-01-10 09:50,30.0,5.3846936
2007-01-10 10:20,40.0,2.8290882
2007-01-10 12:20,140.0,1.4844354
2007-01-10 12:50,180.0,2.0813951
2007-01-10 13:20,170.0,3.1476178
2007-01-10 13:50,180.0,4.7071977
2007-01-10 14:20,180.0,5.265678
2007-01-10 14:50,170.0,4.925957
2007-01-10 15:20,170.0,5.3361444
2007-01-10 15:50,170.0,9.814405
2007-01-10 16:20,170.0,9.484797
2007-01-10 16:50,170.0,9.9873295
2007-01-10 17:20,170.0,11.889562
2007-01-10 17:50,170.0,14.292541
2007-01-10 18:20,170.0,17.069616
2007-01-10 18:50,180.0,20.849173
2007-01-10 19:20,180.0,19.57043
2007-01-10 19:50,190.0,22.488995
2007-01-10 20:20,170.0,19.92985
2007-01-10 20:50,180.0,21.683365
2007-01-10 21:20,180.0,20.643799
2007-01-10 21:50,190.0,25.177591
2007-01-10 22:50,240.0,15.253497
2007-01-10 23:20,240.0,13.41414
2007-01-10 23:50,260.0,19.019531
2007-01-11 00:20,250.0,17.996984
2007-01-11 00:50,250.0,16.40846
2007-01-11 01:20,250.0,16.359
2007-01-11 01:50,250.0,17.272915
2007-01-11 02:20,250.0,17.846771
2007-01-11 02:50,260.0,20.264215
2007-01-11 03:20,250.0,15.421135
2007-01-11 03:50,250.0,16.72085
2007-01-11 04:20,240.0,21.69186
2007-01-11 04:50,250.0,16.53977
2007-01-11 05:20,250.0,16.227377
2007-01-11 05:50,250.0,20.381212
2007-01-11 06:20,240.0,16.57651
2007-01-11 06:50,240.0,18.13662
2007-01-11 07:20,250.0,18.741047
2007-01-11 07:50,240.0,18.257305
2007-01-11 08:20,250.0,22.65607
2007-01-11 08:50,250.0,20.235153
2007-01-11 09:20,250.0,22.385452
2007-01-11 09:50,250.0,23.888403
2007-01-11 10:20,260.0,27.723505
2007-01-11 10:50,270.0,26.83595
2007-01-11 11:20,280.0,25.995155
2007-01-11 11:50,280.0,27.35168
2007-01-11 12:20,280.0,27.676748
2007-01-11 12:50,290.0,29.879753
2007-01-11 13:20,290.0,28.817612
2007-01-11 13:50,290.0,27.794237
2007-01-11 14:20,290.0,27.076199
2007-01-11 14:50,290.0,25.858496
2007-01-11 15:20,290.0,25.315447
2007-01-11 15:50,290.0,24.236607
2007-01-11 16:20,290.0,20.203203
2007-01-11 16:50,290.0,21.007963
2007-01-11 17:20,290.0,19.260855
2007-01-11 17:50,290.0,20.70589
2007-01-11 18:20,280.0,14.746507
2007-01-11 18:50,280.0,22.727936
2007-01-11 19:20,280.0,21.292406
2007-01-11 19:50,290.0,18.443777
2007-01-11 20:20,280.0,17.435106
2007-01-11 20:50,280.0,15.154809
2007-01-11 21:20,260.0,17.283518
2007-01-11 21:50,270.0,19.325249
2007-01-11 22:20,270.0,18.645681
2007-01-11 22:50,270.0,17.740053
2007-01-11 23:20,260.0,12.756349
2007-01-11 23:50,260.0,13.552359
2007-01-12 00:20,260.0,13.6206665
2007-01-12 00:50,250.0,13.279104
2007-01-12 01:20,240.0,11.388438
2007-01-12 01:50,230.0,13.421314
2007-01-12 02:20,240.0,14.475662
2007-01-12 02:50,220.0,11.288198
2007-01-12 03:20,210.0,11.582392
2007-01-12 03:50,220.0,12.776027
2007-01-12 04:20,210.0,12.7021885
2007-01-12 04:50,200.0,12.615937
2007-01-12 05:20,190.0,14.083756
2007-01-12 05:50,180.0,17.281517
2007-01-12 06:20,200.0,14.228324
2007-01-12 06:50,220.0,15.838228
2007-01-12 07:20,230.0,17.710617
2007-01-12 07:50,230.0,19.719412
2007-01-12 08:20,230.0,19.791866
2007-01-12 08:50,230.0,18.353361
2007-01-12 09:20,230.0,19.917711
2007-01-12 09:50,240.0,20.8564
2007-01-12 10:20,230.0,23.395636
2007-01-12 10:50,260.0,21.719013
2007-01-12 11:20,250.0,18.836903
2007-01-12 12:20,250.0,20.292164
2007-01-12 12:50,250.0,19.222044
2007-01-12 13:20,250.0,19.461382
2007-01-12 13:50,250.0,20.078959
2007-01-12 14:20,250.0,19.79604
2007-01-12 14:50,250.0,26.203354
2007-01-12 15:20,260.0,22.325089
2007-01-12 15:50,250.0,22.174261
2007-01-12 16:20,260.0,21.230703
2007-01-12 16:50,250.0,22.269283
2007-01-12 17:20,250.0,21.21217
2007-01-12 17:50,250.0,21.624866
2007-01-13 07:20,170.0,4.7845664
2007-01-13 07:50,140.0,2.7340925
2007-01-13 08:20,80.0,3.0038514
2007-01-13 08:50,140.0,6.714407
2007-01-13 09:20,190.0,12.7927475
2007-01-13 09:50,200.0,13.098982
2007-01-13 10:20,200.0,13.026011
2007-01-13 11:50,330.0,9.469637
2007-01-13 12:20,340.0,12.066214
2007-01-13 14:20,300.0,14.676014
2007-01-13 14:50,300.0,16.080647
2007-01-13 15:20,300.0,15.212895
2007-01-13 15:50,290.0,16.63399
2007-01-13 16:20,290.0,14.162066
2007-01-13 16:50,290.0,18.0266
2007-01-13 17:20,290.0,19.31811
2007-01-14 09:50,240.0,14.7365055
2007-01-14 10:20,240.0,12.729955
2007-01-14 11:20,230.0,13.767713
2007-01-14 11:50,240.0,12.7616
2007-01-14 12:20,230.0,11.144343
2007-01-14 12:50,230.0,10.790538
2007-01-15 06:50,210.0,19.214914
2007-01-15 07:20,210.0,16.675365
2007-01-15 07:50,210.0,16.017042
2007-01-15 08:20,210.0,17.291428
2007-01-15 08:50,200.0,15.965405
2007-01-15 09:20,200.0,17.432455
2007-01-15 09:50,200.0,17.5663
2007-01-15 10:20,200.0,18.676136
2007-01-15 10:50,200.0,19.675856
2007-01-15 11:20,200.0,17.123789
2007-01-15 11:50,200.0,19.19645
2007-01-15 12:20,200.0,18.655722
2007-01-15 12:50,200.0,17.204556
2007-01-15 13:20,210.0,17.439901
2007-01-15 13:50,210.0,17.766497
2007-01-15 14:20,230.0,14.167849
2007-01-15 14:50,260.0,17.549685
2007-01-15 15:20,290.0,18.917841
2007-01-15 15:50,290.0,17.917639
2007-01-15 16:20,300.0,17.5765
2007-01-15 16:50,300.0,17.86166
2007-01-15 17:20,300.0,17.63042
2007-01-15 17:50,290.0,16.548836
2007-01-16 07:20,290.0,9.325293
2007-01-16 07:50,270.0,7.5264955
2007-01-16 08:20,250.0,5.4373593
2007-01-16 08:50,250.0,4.681581
2007-01-16 09:20,250.0,6.537073
2007-01-16 09:50,270.0,8.2765045
2007-01-16 10:20,270.0,7.302888
2007-01-16 10:50,270.0,8.178947
2007-01-16 11:20,240.0,4.545726
2007-01-16 11:50,230.0,4.7188444
2007-01-16 12:20,220.0,5.4780207
2007-01-16 12:50,210.0,4.0396643
2007-01-16 13:20,260.0,6.188411
2007-01-16 13:50,220.0,3.0803614
2007-01-16 14:20,190.0,3.9295585
2007-01-16 14:50,130.0,1.8227682
2007-01-16 15:20,130.0,2.1137047
2007-01-16 15:50,130.0,2.77192
2007-01-16 16:50,150.0,2.5214877
2007-01-16 17:20,140.0,2.6342738
2007-01-16 17:50,150.0,6.1632996
2007-01-16 18:20,150.0,5.9399457
2007-01-16 18:50,130.0,3.421097
2007-01-16 19:20,140.0,3.9896867
2007-01-16 19:50,150.0,6.04713
2007-01-16 20:20,120.0,7.031535
2007-01-16 20:50,120.0,7.10512
2007-01-16 21:20,140.0,6.03935
2007-01-16 21:50,130.0,9.2015915
2007-01-16 22:20,130.0,9.856701
2007-01-16 22:50,120.0,12.143003
2007-01-16 23:20,130.0,10.539926
2007-01-16 23:50,130.0,12.421971
2007-01-17 00:20,120.0,11.064606
2007-01-17 00:50,120.0,11.087371
2007-01-17 01:20,120.0,10.579223
2007-01-17 01:50,130.0,10.251578
2007-01-17 02:20,130.0,11.466691
2007-01-17 02:50,140.0,13.2395735
2007-01-17 03:20,140.0,11.7137165
2007-01-17 03:50,140.0,14.116901
2007-01-17 04:20,170.0,6.9310565
2007-01-17 04:50,150.0,7.8429136
2007-01-17 05:20,170.0,9.634829
2007-01-17 05:50,210.0,6.9253483
2007-01-17 06:20,210.0,9.576295
2007-01-17 06:50,240.0,8.888595
2007-01-17 07:20,250.0,13.944149
2007-01-17 07:50,240.0,11.91853
2007-01-17 08:20,260.0,15.822556
2007-01-17 08:50,250.0,18.005554
2007-01-17 09:20,260.0,13.201121
2007-01-17 09:50,250.0,10.203714
2007-01-17 10:20,260.0,15.140958
2007-01-17 10:50,260.0,16.920158
2007-01-17 11:20,260.0,16.569134
2007-01-17 11:50,250.0,13.651576
2007-01-17 12:20,250.0,15.66328
2007-01-17 12:50,230.0,21.434929
2007-01-17 13:20,230.0,10.499887
2007-01-17 13:50,240.0,16.197453
2007-01-17 14:20,230.0,9.225202
2007-01-17 14:50,230.0,12.213198
2007-01-17 15:20,230.0,16.250132
2007-01-17 15:50,230.0,14.47372
2007-01-17 16:20,280.0,15.134883
2007-01-17 16:50,270.0,16.298164
2007-01-17 17:20,270.0,14.283961
2007-01-17 17:50,250.0,12.74828
2007-01-17 18:20,260.0,11.514154
2007-01-17 18:50,260.0,11.624082
2007-01-17 19:20,260.0,15.623136
2007-01-17 19:50,260.0,13.7528715
2007-01-17 20:20,260.0,14.761846
2007-01-17 20:50,270.0,14.493729
2007-01-17 21:20,250.0,16.119003
2007-01-17 21:50,260.0,14.752255
2007-01-17 22:20,260.0,16.24316
2007-01-17 22:50,260.0,14.77456
2007-01-17 23:20,240.0,13.391236
2007-01-17 23:50,240.0,11.120994
2007-01-18 00:20,240.0,13.017548
2007-01-18 00:50,230.0,10.14737
2007-01-18 01:20,230.0,10.277959
2007-01-18 01:50,220.0,8.581415
2007-01-18 02:20,230.0,7.0883455
2007-01-18 02:50,220.0,6.562617
2007-01-18 03:20,200.0,4.288022
2007-01-18 03:50,150.0,3.6151178
2007-01-18 04:20,160.0,3.7767627
2007-01-18 04:50,140.0,2.2710032
2007-01-18 05:50,170.0,4.0814514
2007-01-18 06:20,170.0,3.892774
2007-01-18 07:20,70.0,2.6798053
2007-01-18 07:50,80.0,1.9425423
2007-01-18 08:20,120.0,2.653362
2007-01-18 09:50,340.0,1.341119
2007-01-18 10:50,320.0,2.176328
2007-01-18 11:20,310.0,2.7076309
2007-01-18 12:20,300.0,3.9067554
2007-01-18 12:50,300.0,2.9938884
2007-01-18 13:20,330.0,3.2279735
2007-01-18 13:50,320.0,4.093579
2007-01-18 14:50,300.0,4.849878
2007-01-18 15:20,290.0,5.344544
2007-01-18 15:50,290.0,6.723012
2007-01-18 16:20,290.0,6.658277
2007-01-18 16:50,280.0,6.3641105
2007-01-18 17:20,280.0,6.795215
2007-01-18 17:50,280.0,6.204483
2007-01-18 18:20,270.0,5.3372912
2007-01-18 18:50,250.0,4.918557
2007-01-18 19:20,260.0,5.1851373
2007-01-18 19:50,280.0,4.738049
2007-01-18 20:50,280.0,4.9255295
2007-01-18 21:20,310.0,6.0296464
2007-01-18 21:50,310.0,6.999721
2007-01-18 22:20,300.0,6.6971397
